# BUSCO version is: 5.8.3 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
84980at33208	Complete	ntLink_50	93004	117172	+	881.6	517	https://v10-1.orthodb.org/?query=84980at33208	26S proteasome non-ATPase regulatory subunit 1
88053at33208	Complete	ntLink_141	1946971	1966949	+	534.7	507	https://v10-1.orthodb.org/?query=88053at33208	Exocyst complex component 2
92367at33208	Complete	ntLink_16	347587	333368	-	410.3	482	https://v10-1.orthodb.org/?query=92367at33208	WD40 repeat
99614at33208	Complete	ntLink_498	426866	410875	-	1385.0	878	https://v10-1.orthodb.org/?query=99614at33208	WASH complex, subunit strumpellin
99987at33208	Duplicated	ptg000440l	36360	18892	-	858.0	705	https://v10-1.orthodb.org/?query=99987at33208	WD40 repeat
99987at33208	Duplicated	ntLink_470	752394	737182	-	821.9	649	https://v10-1.orthodb.org/?query=99987at33208	WD40 repeat
102804at33208	Complete	ptg001453l	217627	193028	-	1188.7	840	https://v10-1.orthodb.org/?query=102804at33208	FACT complex subunit Spt16 domain
103854at33208	Complete	ntLink_415	532860	573322	+	737.9	640	https://v10-1.orthodb.org/?query=103854at33208	WD40/YVTN repeat-like-containing domain superfamily
107151at33208	Complete	ntLink_480	247100	231835	-	1343.1	781	https://v10-1.orthodb.org/?query=107151at33208	pre-mRNA-processing factor 6
107574at33208	Complete	ntLink_292	208959	192595	-	593.7	618	https://v10-1.orthodb.org/?query=107574at33208	TRAPP II complex, TRAPPC10
108764at33208	Complete	ntLink_24	377217	368184	-	433.8	437	https://v10-1.orthodb.org/?query=108764at33208	general transcription factor 3C polypeptide 3
109109at33208	Complete	ntLink_450	700140	722676	+	1104.1	586	https://v10-1.orthodb.org/?query=109109at33208	Helicase, C-terminal
111730at33208	Complete	ntLink_132	445243	473571	+	895.9	620	https://v10-1.orthodb.org/?query=111730at33208	WD40-repeat-containing domain
111746at33208	Complete	ptg000417l	222885	250173	+	710.5	599	https://v10-1.orthodb.org/?query=111746at33208	WD40 repeat
114954at33208	Missing
115878at33208	Complete	ntLink_72	1222359	1234586	+	534.8	410	https://v10-1.orthodb.org/?query=115878at33208	DNA helicase, DnaB-like, C-terminal
118209at33208	Complete	ptg000427l	81350	70887	-	1612.0	846	https://v10-1.orthodb.org/?query=118209at33208	Tetratricopeptide repeat
119252at33208	Complete	ntLink_124	696198	651639	-	835.6	563	https://v10-1.orthodb.org/?query=119252at33208	Aminoacyl-tRNA synthetase, class II
119591at33208	Complete	ntLink_247	160267	134778	-	1434.1	998	https://v10-1.orthodb.org/?query=119591at33208	WD40 repeat
121127at33208	Complete	ntLink_23	515902	497454	-	588.3	592	https://v10-1.orthodb.org/?query=121127at33208	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
123923at33208	Complete	ntLink_72	603717	619163	+	458.9	509	https://v10-1.orthodb.org/?query=123923at33208	RINT-1/Tip20
124302at33208	Duplicated	ntLink_440	66159	88009	+	942.0	786	https://v10-1.orthodb.org/?query=124302at33208	Trafficking protein particle complex subunit 11
124302at33208	Duplicated	ntLink_328	198675	176947	-	854.5	668	https://v10-1.orthodb.org/?query=124302at33208	Trafficking protein particle complex subunit 11
124302at33208	Duplicated	ntLink_328	259007	236892	-	828.0	582	https://v10-1.orthodb.org/?query=124302at33208	Trafficking protein particle complex subunit 11
124302at33208	Duplicated	ntLink_463	26707	13976	-	840.3	506	https://v10-1.orthodb.org/?query=124302at33208	Trafficking protein particle complex subunit 11
127766at33208	Complete	ntLink_325	99538	81945	-	839.6	592	https://v10-1.orthodb.org/?query=127766at33208	Vesicle tethering protein p115, armadillo tether-repeat
129179at33208	Duplicated	ntLink_246	883247	876687	-	699.6	416	https://v10-1.orthodb.org/?query=129179at33208	Cleavage and polyadenylation specificity factor 2, C-terminal
129179at33208	Duplicated	ntLink_282	21663	14993	-	699.6	416	https://v10-1.orthodb.org/?query=129179at33208	Cleavage and polyadenylation specificity factor 2, C-terminal
130245at33208	Complete	ntLink_152	242329	232434	-	594.1	410	https://v10-1.orthodb.org/?query=130245at33208	MIF4G-like, type 1
130256at33208	Duplicated	ntLink_295	500910	479491	-	761.0	569	https://v10-1.orthodb.org/?query=130256at33208	AARP2CN
130256at33208	Duplicated	ntLink_295	604761	617933	+	745.3	569	https://v10-1.orthodb.org/?query=130256at33208	AARP2CN
131349at33208	Complete	ptg000036l	30672	57773	+	1455.9	907	https://v10-1.orthodb.org/?query=131349at33208	Aminoacyl-tRNA synthetase, class Ia
131848at33208	Complete	ntLink_28	1122518	1103657	-	670.9	531	https://v10-1.orthodb.org/?query=131848at33208	UPF0505 family
132087at33208	Complete	ntLink_423	8011	27602	+	943.2	758	https://v10-1.orthodb.org/?query=132087at33208	Symplekin/Pta1, N-terminal
134492at33208	Complete	ntLink_333	165902	177301	+	1203.9	826	https://v10-1.orthodb.org/?query=134492at33208	Transcription initiation factor TFIID subunit 2
135294at33208	Complete	ntLink_448	1299498	1315887	+	768.0	508	https://v10-1.orthodb.org/?query=135294at33208	Rab-GTPase-TBC domain
137383at33208	Complete	ntLink_292	556215	600462	+	869.4	638	https://v10-1.orthodb.org/?query=137383at33208	Tetratricopeptide repeat
139188at33208	Complete	ptg000543l	151100	105810	-	750.5	616	https://v10-1.orthodb.org/?query=139188at33208	Conserved oligomeric Golgi complex, subunit 4
143619at33208	Complete	ntLink_363	602670	592125	-	381.2	323	https://v10-1.orthodb.org/?query=143619at33208	GPI transamidase component PIG-T
143997at33208	Complete	ntLink_109	83974	48383	-	511.4	382	https://v10-1.orthodb.org/?query=143997at33208	Tetratricopeptide repeat
146671at33208	Complete	ntLink_385	2041446	2088724	+	973.9	681	https://v10-1.orthodb.org/?query=146671at33208	NFACT protein, C-terminal
147873at33208	Complete	ntLink_131	1112322	1156706	+	957.7	566	https://v10-1.orthodb.org/?query=147873at33208	Crooked neck pre-mRNA splicing factor 1
148067at33208	Complete	ntLink_276	554185	535096	-	795.7	807	https://v10-1.orthodb.org/?query=148067at33208	Nrap protein, domain 3
148325at33208	Complete	ntLink_87	94304	83993	-	311.7	246	https://v10-1.orthodb.org/?query=148325at33208	THO complex subunit 1
152327at33208	Complete	ptg000106l	837907	867789	+	503.3	369	https://v10-1.orthodb.org/?query=152327at33208	FAD/NAD(P)-binding domain
152977at33208	Complete	ntLink_339	582576	569130	-	602.4	495	https://v10-1.orthodb.org/?query=152977at33208	Dymeclin
153034at33208	Complete	ptg000231l	40700	23242	-	798.5	503	https://v10-1.orthodb.org/?query=153034at33208	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
157109at33208	Complete	ntLink_37	213091	209422	-	277.0	218	https://v10-1.orthodb.org/?query=157109at33208	Zinc finger C2H2-type
157138at33208	Complete	ntLink_480	597492	601086	+	362.5	492	https://v10-1.orthodb.org/?query=157138at33208	Neurochondrin
158845at33208	Duplicated	ntLink_336	283705	295015	+	411.7	473	https://v10-1.orthodb.org/?query=158845at33208	exocyst complex component 8
158845at33208	Duplicated	ptg001665l	24568	16075	-	436.3	446	https://v10-1.orthodb.org/?query=158845at33208	exocyst complex component 8
158962at33208	Complete	ptg001065l	167155	163086	-	758.2	487	https://v10-1.orthodb.org/?query=158962at33208	DNA mismatch repair protein Mlh1, C-terminal
162821at33208	Complete	ntLink_90	330585	332454	+	639.7	419	https://v10-1.orthodb.org/?query=162821at33208	Glycosyl hydrolase family 63, C-terminal
164767at33208	Duplicated	ntLink_298	77382	90507	+	801.2	661	https://v10-1.orthodb.org/?query=164767at33208	WD40 repeat
164767at33208	Duplicated	ntLink_475	1471953	1485065	+	811.7	660	https://v10-1.orthodb.org/?query=164767at33208	WD40 repeat
166097at33208	Complete	ntLink_519	615908	627431	+	810.4	492	https://v10-1.orthodb.org/?query=166097at33208	Methylglyoxal synthase-like domain
168850at33208	Complete	ntLink_306	278830	267536	-	641.0	451	https://v10-1.orthodb.org/?query=168850at33208	Sec1-like protein
168924at33208	Complete	ntLink_388	539666	533738	-	627.3	564	https://v10-1.orthodb.org/?query=168924at33208	ER membrane protein complex subunit 1, C-terminal
169864at33208	Complete	ntLink_90	952043	968779	+	581.3	551	https://v10-1.orthodb.org/?query=169864at33208	CCAAT-binding factor
172677at33208	Complete	ntLink_7	1465255	1453797	-	200.3	242	https://v10-1.orthodb.org/?query=172677at33208	Sphingomyelin phosphodiesterase 4
176247at33208	Complete	ntLink_47	209749	221416	+	360.6	316	https://v10-1.orthodb.org/?query=176247at33208	Tyrosyl-DNA phosphodiesterase I
177718at33208	Complete	ntLink_18	1198586	1172013	-	585.0	393	https://v10-1.orthodb.org/?query=177718at33208	WD40 repeat
177858at33208	Complete	ntLink_51	247516	232539	-	858.1	590	https://v10-1.orthodb.org/?query=177858at33208	Helicase, C-terminal
178537at33208	Complete	ntLink_7	2800080	2786702	-	985.2	467	https://v10-1.orthodb.org/?query=178537at33208	Radical SAM
179485at33208	Complete	ntLink_467	1653419	1682013	+	714.8	476	https://v10-1.orthodb.org/?query=179485at33208	WD40 repeat
180808at33208	Complete	ntLink_20	792047	807282	+	825.2	470	https://v10-1.orthodb.org/?query=180808at33208	FAD/NAD(P)-binding domain
182834at33208	Complete	ntLink_148	462942	451029	-	695.3	533	https://v10-1.orthodb.org/?query=182834at33208	anaphase-promoting complex subunit 2
184508at33208	Complete	ntLink_118	378324	424867	+	635.2	486	https://v10-1.orthodb.org/?query=184508at33208	SERRATE/Ars2 , C-terminal
184717at33208	Complete	ntLink_20	954217	934987	-	934.5	505	https://v10-1.orthodb.org/?query=184717at33208	ATP-binding cassette sub-family E member 1
186208at33208	Complete	ntLink_186	167945	144349	-	1215.6	708	https://v10-1.orthodb.org/?query=186208at33208	RNA cytidine acetyltransferase
186707at33208	Complete	ntLink_416	420371	433482	+	481.4	506	https://v10-1.orthodb.org/?query=186707at33208	Exocyst complex component 7
187280at33208	Complete	ntLink_201	210296	213890	+	751.1	528	https://v10-1.orthodb.org/?query=187280at33208	SCP2 sterol-binding domain
189414at33208	Complete	ntLink_519	577224	556467	-	550.5	537	https://v10-1.orthodb.org/?query=189414at33208	MIF4G-like domain superfamily
190726at33208	Duplicated	ntLink_256	294994	258913	-	585.6	391	https://v10-1.orthodb.org/?query=190726at33208	Eukaryotic translation initiation factor 3 subunit D
190726at33208	Duplicated	ptg001180l	16739	5501	-	549.6	386	https://v10-1.orthodb.org/?query=190726at33208	Eukaryotic translation initiation factor 3 subunit D
191938at33208	Complete	ntLink_7	482547	465331	-	456.2	451	https://v10-1.orthodb.org/?query=191938at33208	Regulator of MON1-CCZ1
192250at33208	Complete	ptg000693l	433148	442086	+	438.8	295	https://v10-1.orthodb.org/?query=192250at33208	pre-mRNA-splicing factor SLU7
194754at33208	Complete	ntLink_390	155895	139525	-	1050.2	774	https://v10-1.orthodb.org/?query=194754at33208	Saccharopine dehydrogenase, C-terminal
195986at33208	Complete	ntLink_2	1742777	1726298	-	940.2	602	https://v10-1.orthodb.org/?query=195986at33208	cell division cycle 5-like protein
196950at33208	Complete	ntLink_7	1996973	1962916	-	794.4	623	https://v10-1.orthodb.org/?query=196950at33208	RNA recognition motif domain
197549at33208	Complete	ntLink_90	353380	338110	-	202.3	375	https://v10-1.orthodb.org/?query=197549at33208	Pentatricopeptide repeat
197652at33208	Complete	ntLink_326	218250	224514	+	722.4	407	https://v10-1.orthodb.org/?query=197652at33208	WD40 repeat
200997at33208	Complete	ntLink_258	395161	408184	+	631.8	499	https://v10-1.orthodb.org/?query=200997at33208	Signal recognition particle subunit SRP68
201397at33208	Complete	ntLink_148	212810	226103	+	673.0	432	https://v10-1.orthodb.org/?query=201397at33208	WD40 repeat
202545at33208	Complete	ntLink_21	184138	194428	+	498.2	369	https://v10-1.orthodb.org/?query=202545at33208	Wntless Wnt ligand secretion mediator
203128at33208	Duplicated	ntLink_55	158175	150347	-	751.5	382	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203128at33208	Duplicated	ptg001255l	616	8503	+	727.8	374	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203128at33208	Duplicated	ntLink_264	135910	124225	-	659.0	339	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203698at33208	Complete	ptg000453l	447198	443385	-	1121.4	775	https://v10-1.orthodb.org/?query=203698at33208	Helicase, C-terminal
205220at33208	Complete	ntLink_257	850292	873749	+	971.6	644	https://v10-1.orthodb.org/?query=205220at33208	Kelch repeat type 1
206786at33208	Complete	ntLink_480	389809	398101	+	543.6	383	https://v10-1.orthodb.org/?query=206786at33208	Nmd3, N-terminal
206858at33208	Complete	ptg000150l	162873	151630	-	610.3	505	https://v10-1.orthodb.org/?query=206858at33208	Rhodanese-like domain
207599at33208	Complete	ntLink_17	325088	318336	-	489.2	372	https://v10-1.orthodb.org/?query=207599at33208	Mre11, DNA-binding
208219at33208	Missing
210614at33208	Duplicated	ntLink_149	731686	712824	-	581.2	629	https://v10-1.orthodb.org/?query=210614at33208	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
210614at33208	Duplicated	ptg000981l	27991	9373	-	580.0	629	https://v10-1.orthodb.org/?query=210614at33208	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
212972at33208	Complete	ptg000425l	110583	92368	-	685.3	552	https://v10-1.orthodb.org/?query=212972at33208	digestive organ expansion factor homolog
214788at33208	Complete	ntLink_0	1587062	1597928	+	698.5	525	https://v10-1.orthodb.org/?query=214788at33208	Conserved oligomeric Golgi complex subunit 6
215654at33208	Complete	ntLink_470	56169	47885	-	554.5	373	https://v10-1.orthodb.org/?query=215654at33208	splicing factor 3A subunit 3
216257at33208	Duplicated	ptg000916l	44902	25799	-	367.5	335	https://v10-1.orthodb.org/?query=216257at33208	Helicase, C-terminal
216257at33208	Duplicated	ptg000693l	484828	460062	-	367.1	333	https://v10-1.orthodb.org/?query=216257at33208	Helicase, C-terminal
216563at33208	Complete	ntLink_315	344244	335378	-	263.3	274	https://v10-1.orthodb.org/?query=216563at33208	Cytochrome b5-like heme/steroid binding domain
218441at33208	Complete	ptg001081l	54886	38021	-	256.4	249	https://v10-1.orthodb.org/?query=218441at33208	Protein kintoun
219795at33208	Complete	ntLink_74	997112	986233	-	573.1	523	https://v10-1.orthodb.org/?query=219795at33208	CCR4-NOT transcription complex subunit 10
219856at33208	Complete	ntLink_496	1255663	1275132	+	677.8	395	https://v10-1.orthodb.org/?query=219856at33208	Ubiquitin specific peptidase 39
222489at33208	Complete	ntLink_269	549862	543975	-	667.8	341	https://v10-1.orthodb.org/?query=222489at33208	WD40 repeat
223234at33208	Complete	ntLink_0	1471610	1474916	+	348.0	347	https://v10-1.orthodb.org/?query=223234at33208	Protoporphyrinogen oxidase
224280at33208	Complete	ptg000677l	613564	622315	+	754.6	397	https://v10-1.orthodb.org/?query=224280at33208	Signal recognition particle, SRP54 subunit, GTPase domain
226335at33208	Complete	ntLink_129	209306	199086	-	599.9	364	https://v10-1.orthodb.org/?query=226335at33208	Homogentisate 1,2-dioxygenase
226941at33208	Complete	ntLink_464	76793	98640	+	605.2	397	https://v10-1.orthodb.org/?query=226941at33208	acetyl-coenzyme A transporter 1
227087at33208	Complete	ptg000676l	278804	263329	-	774.6	679	https://v10-1.orthodb.org/?query=227087at33208	Clathrin, heavy chain/VPS, 7-fold repeat
227453at33208	Complete	ntLink_148	350687	355185	+	521.2	433	https://v10-1.orthodb.org/?query=227453at33208	negative elongation factor B
227979at33208	Complete	ptg001453l	159178	149656	-	942.0	594	https://v10-1.orthodb.org/?query=227979at33208	protein VAC14 homolog
231157at33208	Complete	ntLink_104	74726	78047	+	588.8	432	https://v10-1.orthodb.org/?query=231157at33208	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
231700at33208	Complete	ptg000114l	119137	112580	-	516.5	721	https://v10-1.orthodb.org/?query=231700at33208	siRNA-mediated silencing protein NRDE-2
234290at33208	Complete	ntLink_250	638505	602981	-	723.8	473	https://v10-1.orthodb.org/?query=234290at33208	Leucine-rich repeat
235149at33208	Complete	ptg000090l	248901	262720	+	429.9	462	https://v10-1.orthodb.org/?query=235149at33208	Signal recognition particle subunit SRP72
235430at33208	Complete	ntLink_489	251917	243700	-	463.7	353	https://v10-1.orthodb.org/?query=235430at33208	U3 small nucleolar RNA-associated protein 15, C-terminal
235458at33208	Complete	ntLink_258	533696	496751	-	425.1	367	https://v10-1.orthodb.org/?query=235458at33208	tRNA (uracil-O(2)-)-methyltransferase
239016at33208	Complete	ntLink_21	1397856	1408214	+	415.1	381	https://v10-1.orthodb.org/?query=239016at33208	CDC45 family
239149at33208	Missing
239597at33208	Complete	ptg000175l	964511	973385	+	574.1	521	https://v10-1.orthodb.org/?query=239597at33208	translation initiation factor eIF-2B subunit epsilon
240437at33208	Complete	ntLink_24	837543	826073	-	441.1	237	https://v10-1.orthodb.org/?query=240437at33208	rRNA adenine N(6)-methyltransferase
244863at33208	Complete	ptg000120l	88379	102465	+	586.9	536	https://v10-1.orthodb.org/?query=244863at33208	E3 UFM1-protein ligase 1
245482at33208	Complete	ntLink_21	860058	866840	+	564.8	366	https://v10-1.orthodb.org/?query=245482at33208	Pescadillo
245567at33208	Complete	ntLink_457	218534	203063	-	487.0	417	https://v10-1.orthodb.org/?query=245567at33208	DnaJ domain
246241at33208	Complete	ntLink_127	204542	210675	+	574.9	370	https://v10-1.orthodb.org/?query=246241at33208	26S proteasome non-ATPase regulatory subunit 12
247183at33208	Complete	ntLink_154	701530	691883	-	875.8	596	https://v10-1.orthodb.org/?query=247183at33208	Kinesin-associated protein 3
247905at33208	Complete	ntLink_24	398095	387718	-	363.0	354	https://v10-1.orthodb.org/?query=247905at33208	SUI1 domain
249486at33208	Complete	ntLink_290	646160	647726	+	529.3	421	https://v10-1.orthodb.org/?query=249486at33208	DNA polymerase epsilon subunit
251076at33208	Complete	ntLink_99	28911	24702	-	547.8	316	https://v10-1.orthodb.org/?query=251076at33208	PDZ domain
251577at33208	Complete	ntLink_374	750496	724654	-	292.0	250	https://v10-1.orthodb.org/?query=251577at33208	nucleolar complex protein 4 homolog
255117at33208	Complete	ntLink_130	512046	496803	-	1105.1	716	https://v10-1.orthodb.org/?query=255117at33208	Phosphatidylinositol 3-kinase, C2 domain
255242at33208	Complete	ptg000336l	449078	455698	+	361.7	258	https://v10-1.orthodb.org/?query=255242at33208	Origin recognition complex subunit 4
255924at33208	Complete	ptg000308l	137479	85997	-	722.8	488	https://v10-1.orthodb.org/?query=255924at33208	Helicase, C-terminal
257141at33208	Complete	ntLink_252	251976	269977	+	370.3	292	https://v10-1.orthodb.org/?query=257141at33208	D-glucuronyl C5-epimerase
257339at33208	Fragmented	ntLink_20	1207164	1211300	+	168.1	146	https://v10-1.orthodb.org/?query=257339at33208	Zinc finger, MYND-type
259581at33208	Complete	ntLink_360	167953	174764	+	306.5	378	https://v10-1.orthodb.org/?query=259581at33208	Hermansky-Pudlak syndrome 1 protein
260752at33208	Complete	ntLink_128	651752	637284	-	448.8	477	https://v10-1.orthodb.org/?query=260752at33208	conserved oligomeric Golgi complex subunit 2
261284at33208	Complete	ptg001165l	829568	849038	+	708.2	637	https://v10-1.orthodb.org/?query=261284at33208	Vps16, C-terminal
261614at33208	Complete	ntLink_363	913163	881151	-	822.4	528	https://v10-1.orthodb.org/?query=261614at33208	WD40 repeat
262757at33208	Complete	ptg000142l	456538	481369	+	313.2	285	https://v10-1.orthodb.org/?query=262757at33208	putative tRNA pseudouridine synthase Pus10
266460at33208	Complete	ntLink_441	1058585	1052482	-	600.6	476	https://v10-1.orthodb.org/?query=266460at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
266469at33208	Complete	ptg000606l	169163	171184	+	154.1	190	https://v10-1.orthodb.org/?query=266469at33208	GTP binding domain
266808at33208	Complete	ntLink_156	64123	46996	-	510.0	352	https://v10-1.orthodb.org/?query=266808at33208	cleavage stimulation factor subunit 1
267439at33208	Complete	ntLink_415	900079	888038	-	702.8	423	https://v10-1.orthodb.org/?query=267439at33208	Aminoacyl-tRNA synthetase, class II
268134at33208	Duplicated	ptg000677l	736482	711424	-	314.2	250	https://v10-1.orthodb.org/?query=268134at33208	Kynurenine 3-monooxygenase
268134at33208	Duplicated	ptg000677l	738480	752262	+	277.9	247	https://v10-1.orthodb.org/?query=268134at33208	Kynurenine 3-monooxygenase
268397at33208	Complete	ntLink_266	347227	377988	+	875.3	615	https://v10-1.orthodb.org/?query=268397at33208	Vps53-like, N-terminal
270594at33208	Complete	ntLink_119	527209	549402	+	717.8	523	https://v10-1.orthodb.org/?query=270594at33208	SDA1 domain
271297at33208	Complete	ntLink_416	409658	413779	+	338.0	233	https://v10-1.orthodb.org/?query=271297at33208	Protoheme IX farnesyltransferase, mitochondrial
271742at33208	Complete	ntLink_28	53093	42814	-	538.6	451	https://v10-1.orthodb.org/?query=271742at33208	Nuclear pore localisation protein NPL4, C-terminal
272605at33208	Complete	ntLink_344	216311	218352	+	557.0	392	https://v10-1.orthodb.org/?query=272605at33208	DET1 homolog
273040at33208	Complete	ntLink_129	230441	234674	+	184.2	128	https://v10-1.orthodb.org/?query=273040at33208	N-end aminoacyl transferase, N-terminal
273367at33208	Complete	ntLink_108	198797	189626	-	146.3	247	https://v10-1.orthodb.org/?query=273367at33208	ODR-4-like
273989at33208	Complete	ntLink_266	244225	228370	-	621.7	447	https://v10-1.orthodb.org/?query=273989at33208	RNA helicase
274044at33208	Duplicated	ntLink_447	974620	985428	+	596.2	523	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274044at33208	Duplicated	ntLink_442	479370	469360	-	596.0	523	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274064at33208	Complete	ptg000156l	347371	356670	+	455.5	278	https://v10-1.orthodb.org/?query=274064at33208	Protein O-glucosyltransferase 1
274769at33208	Complete	ntLink_7	1152798	1160433	+	489.6	340	https://v10-1.orthodb.org/?query=274769at33208	Ubiquitin specific protease, conserved site
274992at33208	Complete	ntLink_18	1360122	1367149	+	642.8	353	https://v10-1.orthodb.org/?query=274992at33208	Clathrin adaptor, mu subunit
277935at33208	Complete	ntLink_449	1100482	1134795	+	641.3	556	https://v10-1.orthodb.org/?query=277935at33208	nuclear pore complex protein Nup107
278227at33208	Complete	ptg000042l	356082	343226	-	443.6	341	https://v10-1.orthodb.org/?query=278227at33208	Zinc finger, RING-type
279631at33208	Complete	ptg000171l	255574	212762	-	663.1	551	https://v10-1.orthodb.org/?query=279631at33208	WD40 repeat
279992at33208	Complete	ptg000378l	354532	368451	+	424.0	331	https://v10-1.orthodb.org/?query=279992at33208	Lin-9 DREAM MuvB core complex component
280914at33208	Complete	ntLink_308	591307	604650	+	436.7	509	https://v10-1.orthodb.org/?query=280914at33208	Nicastrin
281304at33208	Complete	ntLink_492	660267	651257	-	315.2	314	https://v10-1.orthodb.org/?query=281304at33208	GPI mannosyltransferase
281693at33208	Complete	ntLink_269	314914	338833	+	783.2	593	https://v10-1.orthodb.org/?query=281693at33208	WD40 repeat
283637at33208	Complete	ntLink_306	461031	459702	-	693.1	363	https://v10-1.orthodb.org/?query=283637at33208	COP9 signalosome complex subunit 2
284059at33208	Complete	ntLink_7	530764	538680	+	369.7	272	https://v10-1.orthodb.org/?query=284059at33208	Intraflagellar transport 52
285146at33208	Complete	ntLink_447	198734	190324	-	463.5	313	https://v10-1.orthodb.org/?query=285146at33208	General transcription factor IIH subunit
285902at33208	Complete	ptg000378l	454765	489333	+	434.5	406	https://v10-1.orthodb.org/?query=285902at33208	Protein of unknown function DUF2362
285966at33208	Complete	ntLink_148	254881	249543	-	418.0	380	https://v10-1.orthodb.org/?query=285966at33208	KIF-1 binding protein
286553at33208	Complete	ntLink_441	1556834	1535945	-	319.6	283	https://v10-1.orthodb.org/?query=286553at33208	GDP-fucose protein O-fucosyltransferase
289235at33208	Complete	ntLink_57	1130592	1133678	+	242.3	243	https://v10-1.orthodb.org/?query=289235at33208	E3 ubiquitin-protein ligase TM129
289928at33208	Complete	ntLink_405	57017	45832	-	406.4	336	https://v10-1.orthodb.org/?query=289928at33208	Major facilitator superfamily
291505at33208	Complete	ntLink_67	598662	581883	-	565.5	437	https://v10-1.orthodb.org/?query=291505at33208	tRNA (cytosine(34)-C(5))-methyltransferase
291875at33208	Complete	ntLink_130	361438	366420	+	432.9	422	https://v10-1.orthodb.org/?query=291875at33208	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
295556at33208	Duplicated	ntLink_431	27729	55928	+	486.6	629	https://v10-1.orthodb.org/?query=295556at33208	Codanin-1, C-terminal domain
295556at33208	Duplicated	ntLink_306	1294723	1323375	+	488.2	624	https://v10-1.orthodb.org/?query=295556at33208	Codanin-1, C-terminal domain
295775at33208	Complete	ntLink_385	1743907	1758487	+	293.3	263	https://v10-1.orthodb.org/?query=295775at33208	Protein arginine methyltransferase NDUFAF7
300303at33208	Complete	ntLink_335	880451	895595	+	385.6	380	https://v10-1.orthodb.org/?query=300303at33208	Cell cycle regulator Mat89Bb
