# BUSCO version is: 5.8.3 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
190726at33208	Duplicated	Pocillopora_tuahiniensis_scaffold310	295043	258993	-	585.6	391	https://v10-1.orthodb.org/?query=190726at33208	Eukaryotic translation initiation factor 3 subunit D
190726at33208	Duplicated	Pocillopora_tuahiniensis_scaffold787	16055	4815	-	549.6	386	https://v10-1.orthodb.org/?query=190726at33208	Eukaryotic translation initiation factor 3 subunit D
191938at33208	Complete	Pocillopora_tuahiniensis_scaffold109	792601	780167	-	456.9	442	https://v10-1.orthodb.org/?query=191938at33208	Regulator of MON1-CCZ1
192250at33208	Complete	Pocillopora_tuahiniensis_scaffold308	251105	259539	+	438.7	295	https://v10-1.orthodb.org/?query=192250at33208	pre-mRNA-splicing factor SLU7
194754at33208	Complete	Pocillopora_tuahiniensis_scaffold40	155077	138590	-	1049.1	774	https://v10-1.orthodb.org/?query=194754at33208	Saccharopine dehydrogenase, C-terminal
195986at33208	Complete	Pocillopora_tuahiniensis_scaffold110	1743576	1731968	-	938.5	602	https://v10-1.orthodb.org/?query=195986at33208	cell division cycle 5-like protein
196950at33208	Complete	Pocillopora_tuahiniensis_scaffold109	2302008	2268053	-	792.9	623	https://v10-1.orthodb.org/?query=196950at33208	RNA recognition motif domain
197549at33208	Complete	Pocillopora_tuahiniensis_scaffold171	353585	338327	-	202.3	375	https://v10-1.orthodb.org/?query=197549at33208	Pentatricopeptide repeat
197652at33208	Complete	Pocillopora_tuahiniensis_scaffold360	218042	224304	+	722.4	407	https://v10-1.orthodb.org/?query=197652at33208	WD40 repeat
200997at33208	Complete	Pocillopora_tuahiniensis_scaffold312	395436	408677	+	631.8	499	https://v10-1.orthodb.org/?query=200997at33208	Signal recognition particle subunit SRP68
201397at33208	Complete	Pocillopora_tuahiniensis_scaffold221	212619	225911	+	676.9	432	https://v10-1.orthodb.org/?query=201397at33208	WD40 repeat
202545at33208	Complete	Pocillopora_tuahiniensis_scaffold143	183495	193716	+	498.2	369	https://v10-1.orthodb.org/?query=202545at33208	Wntless Wnt ligand secretion mediator
203128at33208	Duplicated	Pocillopora_tuahiniensis_scaffold148	157139	149309	-	751.5	382	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203128at33208	Duplicated	Pocillopora_tuahiniensis_scaffold814	602	8489	+	727.8	374	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203128at33208	Duplicated	Pocillopora_tuahiniensis_scaffold314	133063	122027	-	750.1	373	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203698at33208	Complete	Pocillopora_tuahiniensis_scaffold531	444942	441129	-	1121.5	775	https://v10-1.orthodb.org/?query=203698at33208	Helicase, C-terminal
205220at33208	Complete	Pocillopora_tuahiniensis_scaffold311	858013	872995	+	960.2	644	https://v10-1.orthodb.org/?query=205220at33208	Kelch repeat type 1
206786at33208	Complete	Pocillopora_tuahiniensis_scaffold64	282744	291035	+	543.6	383	https://v10-1.orthodb.org/?query=206786at33208	Nmd3, N-terminal
206858at33208	Complete	Pocillopora_tuahiniensis_scaffold371	228682	239933	+	610.3	505	https://v10-1.orthodb.org/?query=206858at33208	Rhodanese-like domain
207599at33208	Complete	Pocillopora_tuahiniensis_scaffold122	325353	318601	-	489.2	372	https://v10-1.orthodb.org/?query=207599at33208	Mre11, DNA-binding
208219at33208	Missing
210614at33208	Duplicated	Pocillopora_tuahiniensis_scaffold222	730817	711955	-	581.2	629	https://v10-1.orthodb.org/?query=210614at33208	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
210614at33208	Duplicated	Pocillopora_tuahiniensis_scaffold718	27095	8477	-	580.0	629	https://v10-1.orthodb.org/?query=210614at33208	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
212972at33208	Complete	Pocillopora_tuahiniensis_scaffold517	109468	91778	-	685.2	551	https://v10-1.orthodb.org/?query=212972at33208	digestive organ expansion factor homolog
214788at33208	Complete	Pocillopora_tuahiniensis_scaffold108	1989396	1978530	-	698.5	525	https://v10-1.orthodb.org/?query=214788at33208	Conserved oligomeric Golgi complex subunit 6
215654at33208	Complete	Pocillopora_tuahiniensis_scaffold96	56134	47931	-	557.0	373	https://v10-1.orthodb.org/?query=215654at33208	splicing factor 3A subunit 3
216257at33208	Duplicated	Pocillopora_tuahiniensis_scaffold695	44466	25358	-	367.5	335	https://v10-1.orthodb.org/?query=216257at33208	Helicase, C-terminal
216257at33208	Duplicated	Pocillopora_tuahiniensis_scaffold308	302288	277521	-	367.1	333	https://v10-1.orthodb.org/?query=216257at33208	Helicase, C-terminal
216563at33208	Complete	Pocillopora_tuahiniensis_scaffold353	344281	335418	-	264.8	274	https://v10-1.orthodb.org/?query=216563at33208	Cytochrome b5-like heme/steroid binding domain
218441at33208	Complete	Pocillopora_tuahiniensis_scaffold749	54432	37504	-	256.4	249	https://v10-1.orthodb.org/?query=218441at33208	Protein kintoun
219795at33208	Complete	Pocillopora_tuahiniensis_scaffold160	996102	985704	-	573.1	523	https://v10-1.orthodb.org/?query=219795at33208	CCR4-NOT transcription complex subunit 10
219856at33208	Complete	Pocillopora_tuahiniensis_scaffold121	1252333	1271793	+	677.8	395	https://v10-1.orthodb.org/?query=219856at33208	Ubiquitin specific peptidase 39
222489at33208	Complete	Pocillopora_tuahiniensis_scaffold321	549648	543761	-	667.8	341	https://v10-1.orthodb.org/?query=222489at33208	WD40 repeat
223234at33208	Complete	Pocillopora_tuahiniensis_scaffold108	2104577	2101264	-	348.1	347	https://v10-1.orthodb.org/?query=223234at33208	Protoporphyrinogen oxidase
224280at33208	Complete	Pocillopora_tuahiniensis_scaffold577	662124	654616	-	754.6	397	https://v10-1.orthodb.org/?query=224280at33208	Signal recognition particle, SRP54 subunit, GTPase domain
226335at33208	Complete	Pocillopora_tuahiniensis_scaffold145	208642	198678	-	599.6	364	https://v10-1.orthodb.org/?query=226335at33208	Homogentisate 1,2-dioxygenase
226941at33208	Complete	Pocillopora_tuahiniensis_scaffold90	76403	98264	+	601.8	397	https://v10-1.orthodb.org/?query=226941at33208	acetyl-coenzyme A transporter 1
227087at33208	Complete	Pocillopora_tuahiniensis_scaffold604	300341	260721	-	910.5	745	https://v10-1.orthodb.org/?query=227087at33208	Clathrin, heavy chain/VPS, 7-fold repeat
227453at33208	Complete	Pocillopora_tuahiniensis_scaffold221	350515	355013	+	521.2	433	https://v10-1.orthodb.org/?query=227453at33208	negative elongation factor B
227979at33208	Complete	Pocillopora_tuahiniensis_scaffold806	176707	186229	+	942.0	594	https://v10-1.orthodb.org/?query=227979at33208	protein VAC14 homolog
231157at33208	Complete	Pocillopora_tuahiniensis_scaffold182	74808	78129	+	588.6	432	https://v10-1.orthodb.org/?query=231157at33208	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
231700at33208	Complete	Pocillopora_tuahiniensis_scaffold426	119259	112704	-	515.9	724	https://v10-1.orthodb.org/?query=231700at33208	siRNA-mediated silencing protein NRDE-2
234290at33208	Complete	Pocillopora_tuahiniensis_scaffold304	636707	601370	-	723.8	473	https://v10-1.orthodb.org/?query=234290at33208	Leucine-rich repeat
235149at33208	Complete	Pocillopora_tuahiniensis_scaffold408	248294	262464	+	428.7	462	https://v10-1.orthodb.org/?query=235149at33208	Signal recognition particle subunit SRP72
235430at33208	Complete	Pocillopora_tuahiniensis_scaffold176	96665	104883	+	463.7	353	https://v10-1.orthodb.org/?query=235430at33208	U3 small nucleolar RNA-associated protein 15, C-terminal
235458at33208	Complete	Pocillopora_tuahiniensis_scaffold312	534123	497211	-	425.1	367	https://v10-1.orthodb.org/?query=235458at33208	tRNA (uracil-O(2)-)-methyltransferase
239016at33208	Complete	Pocillopora_tuahiniensis_scaffold143	1394977	1405471	+	416.7	406	https://v10-1.orthodb.org/?query=239016at33208	CDC45 family
239149at33208	Missing
239597at33208	Complete	Pocillopora_tuahiniensis_scaffold445	963642	972518	+	574.1	521	https://v10-1.orthodb.org/?query=239597at33208	translation initiation factor eIF-2B subunit epsilon
240437at33208	Complete	Pocillopora_tuahiniensis_scaffold127	830870	820366	-	439.2	239	https://v10-1.orthodb.org/?query=240437at33208	rRNA adenine N(6)-methyltransferase
244863at33208	Complete	Pocillopora_tuahiniensis_scaffold430	88675	102757	+	587.9	537	https://v10-1.orthodb.org/?query=244863at33208	E3 UFM1-protein ligase 1
245482at33208	Complete	Pocillopora_tuahiniensis_scaffold143	857733	864525	+	565.9	368	https://v10-1.orthodb.org/?query=245482at33208	Pescadillo
245567at33208	Complete	Pocillopora_tuahiniensis_scaffold104	215409	202839	-	486.3	417	https://v10-1.orthodb.org/?query=245567at33208	DnaJ domain
246241at33208	Complete	Pocillopora_tuahiniensis_scaffold200	204491	210622	+	574.9	370	https://v10-1.orthodb.org/?query=246241at33208	26S proteasome non-ATPase regulatory subunit 12
247183at33208	Complete	Pocillopora_tuahiniensis_scaffold226	701171	691511	-	875.9	596	https://v10-1.orthodb.org/?query=247183at33208	Kinesin-associated protein 3
247905at33208	Complete	Pocillopora_tuahiniensis_scaffold127	398050	387961	-	340.5	340	https://v10-1.orthodb.org/?query=247905at33208	SUI1 domain
249486at33208	Complete	Pocillopora_tuahiniensis_scaffold334	643935	645501	+	529.3	421	https://v10-1.orthodb.org/?query=249486at33208	DNA polymerase epsilon subunit
251076at33208	Complete	Pocillopora_tuahiniensis_scaffold179	28766	24559	-	547.8	316	https://v10-1.orthodb.org/?query=251076at33208	PDZ domain
251577at33208	Complete	Pocillopora_tuahiniensis_scaffold396	748612	738701	-	284.1	250	https://v10-1.orthodb.org/?query=251577at33208	nucleolar complex protein 4 homolog
255117at33208	Complete	Pocillopora_tuahiniensis_scaffold203	511422	496399	-	1138.4	716	https://v10-1.orthodb.org/?query=255117at33208	Phosphatidylinositol 3-kinase, C2 domain
255242at33208	Complete	Pocillopora_tuahiniensis_scaffold490	448935	455554	+	361.7	258	https://v10-1.orthodb.org/?query=255242at33208	Origin recognition complex subunit 4
255924at33208	Complete	Pocillopora_tuahiniensis_scaffold478	135978	84992	-	722.9	488	https://v10-1.orthodb.org/?query=255924at33208	Helicase, C-terminal
257141at33208	Complete	Pocillopora_tuahiniensis_scaffold305	248853	266855	+	370.3	292	https://v10-1.orthodb.org/?query=257141at33208	D-glucuronyl C5-epimerase
257339at33208	Fragmented	Pocillopora_tuahiniensis_scaffold124	1205428	1209549	+	165.1	146	https://v10-1.orthodb.org/?query=257339at33208	Zinc finger, MYND-type
259581at33208	Complete	Pocillopora_tuahiniensis_scaffold385	167553	174321	+	306.6	378	https://v10-1.orthodb.org/?query=259581at33208	Hermansky-Pudlak syndrome 1 protein
260752at33208	Complete	Pocillopora_tuahiniensis_scaffold201	649770	635312	-	425.5	477	https://v10-1.orthodb.org/?query=260752at33208	conserved oligomeric Golgi complex subunit 2
261284at33208	Complete	Pocillopora_tuahiniensis_scaffold779	827408	846850	+	709.0	638	https://v10-1.orthodb.org/?query=261284at33208	Vps16, C-terminal
261614at33208	Complete	Pocillopora_tuahiniensis_scaffold388	911779	879787	-	822.9	528	https://v10-1.orthodb.org/?query=261614at33208	WD40 repeat
262757at33208	Missing
266460at33208	Complete	Pocillopora_tuahiniensis_scaffold76	1057389	1051286	-	600.6	476	https://v10-1.orthodb.org/?query=266460at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
266469at33208	Complete	Pocillopora_tuahiniensis_scaffold578	167763	169753	+	154.8	190	https://v10-1.orthodb.org/?query=266469at33208	GTP binding domain
266808at33208	Complete	Pocillopora_tuahiniensis_scaffold227	63882	46818	-	510.0	352	https://v10-1.orthodb.org/?query=266808at33208	cleavage stimulation factor subunit 1
267439at33208	Complete	Pocillopora_tuahiniensis_scaffold54	897758	885716	-	702.8	423	https://v10-1.orthodb.org/?query=267439at33208	Aminoacyl-tRNA synthetase, class II
268134at33208	Duplicated	Pocillopora_tuahiniensis_scaffold577	545930	572509	+	314.2	250	https://v10-1.orthodb.org/?query=268134at33208	Kynurenine 3-monooxygenase
268134at33208	Duplicated	Pocillopora_tuahiniensis_scaffold577	543932	530147	-	277.9	247	https://v10-1.orthodb.org/?query=268134at33208	Kynurenine 3-monooxygenase
268397at33208	Complete	Pocillopora_tuahiniensis_scaffold317	347233	377994	+	875.3	615	https://v10-1.orthodb.org/?query=268397at33208	Vps53-like, N-terminal
270594at33208	Complete	Pocillopora_tuahiniensis_scaffold193	523941	546109	+	721.4	523	https://v10-1.orthodb.org/?query=270594at33208	SDA1 domain
271297at33208	Complete	Pocillopora_tuahiniensis_scaffold55	398573	428789	+	337.9	233	https://v10-1.orthodb.org/?query=271297at33208	Protoheme IX farnesyltransferase, mitochondrial
